ID,Razón Social,RUT / CUIT,Operación,Categoría Principal,Total Envíos,Total Camiones,Flete Total USD,Promedio USD/Camión,Último Envío
2892,QUIMETAL INDUSTRIAL S A,87001500-3,IMPO,Otros,3,3,8800.00,2933.33,2025-11-12
2452,BRIDGESTONE CHILE S.A.,93602000-3,IMPO,Vehículos y autopartes,3,3,8670.00,2890.00,2025-05-28
2919,COM.Y SERV.CHILEMPRENDE LTDA.,76048542-K,IMPO,Lácteos,3,3,10150.00,3383.33,2025-12-22
2926,COM. DE  PRODUCTOS PANOR LTDA,76883510-1,IMPO,Azúcar y dulces,1,3,7650.00,2550.00,2025-06-09
2949,DOLE CHILE S.A.,94612000-6,IMPO,Frutas y verduras,3,3,9600.00,3200.00,2025-12-05
2957,COMERCIAL PIWEN SPA,76780620-5,IMPO,Cereales y harinas,2,3,4400.00,1466.67,2025-12-19
2413,OXIFER SPA,76367177-1,IMPO,Otros,3,3,3840.01,1280.00,2025-12-23
2986,ELECTROLUX CHILE S A,—,EXPO,Otros,3,3,7469.98,2489.99,2025-01-06
2989,VIU MANENT Y CIA LTDA.,—,EXPO,Bebidas,3,3,3100.00,1033.33,2026-01-27
2407,BIJOU CHILE SPA,76145457-9,IMPO,Envases y embalajes,3,3,2510.02,836.67,2025-11-14
3005,DISTRIBUIDORA PORTLAND S A,—,EXPO,Otros,3,3,11461.00,3820.33,2025-04-30
3023,EINHELL (CHILE) S.A.,—,EXPO,Otros,3,3,7149.99,2383.33,2025-10-13
3039,TUBOS Y PLASTICOS TIGREÂíADS DE,—,EXPO,Otros,3,3,4978.82,1659.61,2025-05-12
3041,SPECIALIZED BICICLETAS CHILE L,—,EXPO,Otros,3,3,11099.98,3699.99,2026-01-06
3058,MINOVA MINING SERVICES S.A.,—,EXPO,Químicos industriales,3,3,6620.00,2206.67,2025-11-19
2346,VINA SAN PEDRO TARAPACA S.A,91041000-8,IMPO,Otros,3,3,2881.00,960.33,2025-12-24
2343,ARCHROMA CHILE LIMITADA,76283799-4,IMPO,Otros,3,3,4685.00,1561.67,2025-06-27
2336,SOCIEDAD INDUSTRIAL ROMERAL S.,86113000-2,IMPO,Otros,2,3,6170.00,2056.67,2025-11-27
2332,ORICA CHILE S.A.,95467000-7,IMPO,Otros,3,3,9494.71,3164.90,2026-01-09
2304,REFAX CHILE SOCIEDAD ANONIMA,96519500-9,IMPO,Aceites y grasas,3,3,3811.99,1270.66,2025-12-12
2295,LABORATORIO LABOCOCH LTDA.,89421200-4,IMPO,Maquinaria y equipos,3,3,6350.00,2116.67,2025-12-26
3140,NORMET CHILE LTDA.,—,EXPO,Maquinaria y equipos,3,3,11550.01,3850.00,2025-07-07
3145,ATHENA CHILE COMERCIAL LTDA.,—,EXPO,Otros,3,3,11250.00,3750.00,2025-12-05
3149,REY PLAST S.P.A.,—,EXPO,Otros,3,3,6900.00,2300.00,2025-11-25
2290,SYNGENTA S.A.,96920760-5,IMPO,Químicos industriales,3,3,7225.00,2408.33,2025-10-30
3219,PENTAFARMA S.A,—,EXPO,Otros,2,3,8500.00,2833.33,2025-07-23
3161,LESAFFRE INDUSTRIAL CHILE SA,—,EXPO,Farmacia y salud,3,3,2215.00,738.33,2025-06-23
3197,KNAUF CHILE SPA,—,EXPO,Yerba y infusiones,3,3,2700.00,900.00,2026-01-02
3204,CIA. INDUSTRIAL EL VOLCAN S.A.,—,EXPO,Otros,3,3,5650.00,1883.33,2025-11-12
3222,IMPORT.Y EXPORT.RAHUE S.A.,—,EXPO,Otros,3,3,2850.00,950.00,2025-09-01
3246,BOMBAS GRUNDFOS CHILE LIMITADA,—,EXPO,Maquinaria y equipos,3,3,1681.98,560.66,2025-11-13
3253,SIEMENS ENERGY SPA,—,EXPO,Otros,3,3,9530.00,3176.67,2025-08-21
3255,FITFLOW CHILE LTDA.,—,EXPO,Otros,3,3,4990.02,1663.34,2025-07-01
3256,BRUEGGEN AMERICA S.A.,—,EXPO,Azúcar y dulces,2,3,8300.00,2766.67,2025-06-17
3263,SEMILLAS GENERACION 2000 LTDA.,—,EXPO,Cereales y harinas,3,3,9800.00,3266.67,2025-10-27
3276,MERCANTIL E INDUSTRIAL TRANSAN,—,EXPO,Madera y corcho,2,3,1700.00,566.67,2025-11-14
3284,AGROINDUSTRIAL PEDREGAL  S.A.,—,EXPO,Cereales y harinas,2,3,7098.00,2366.00,2025-07-21
3294,GARIBALDI S.A.,—,EXPO,Maquinaria y equipos,3,3,2100.01,700.00,2026-01-27
3304,GE BETZ CHILE LTDA.,—,EXPO,Otros,3,3,4600.00,1533.33,2025-12-12
3320,AGROMILLORA SUR S A,—,EXPO,Otros,3,3,12000.00,4000.00,2025-11-03
3335,INNOVAFOOD AUSTRAL SPA,—,EXPO,Salmon y pesca,3,3,11970.00,3990.00,2026-01-30
3346,EXP. AGUA SANTA S.A.,—,EXPO,Frutas y verduras,3,3,8700.00,2900.00,2026-01-19
2600,CARNES NUBLE S A,96518070-2,IMPO,Carnes y derivados,3,3,9125.58,3041.86,2025-06-23
2461,JULIO SILVA Y CIA. LTDA.,78314220-1,IMPO,Aceites y grasas,2,2,4400.00,2200.00,2025-03-06
2342,LA CASA DEL CERAMISTA LTDA.,79705170-5,IMPO,Otros,2,2,4400.00,2200.00,2025-11-12
2340,CRISTALERIAS DE CHILE S A,90331000-6,IMPO,Otros,2,2,1553.99,777.00,2025-07-04
2787,COMERCIAL FEROMONAS CHILE LTDA,76068869-K,IMPO,Otros,2,2,3480.00,1740.00,2025-12-05
3242,MIMET S.A.,—,EXPO,Otros,2,2,2850.03,1425.01,2026-01-21
3243,SOUTHÂíAM FREEZE DRY S.A.,—,EXPO,Frutas y verduras,2,2,7600.00,3800.00,2025-09-01
2859,SOCIEDAD GENERAL DE COMERCIO S,90959000-0,IMPO,Otros,2,2,1349.99,675.00,2025-11-14
2858,FERTILIZANTES DEL PACIFICO S.A,76062197-8,IMPO,Otros,2,2,1440.00,720.00,2025-11-27
2893,SURNUT S.A.,76823022-6,IMPO,Otros,2,2,4400.00,2200.00,2025-08-06
3247,EDITORIAL CONTRAPUNTO LTDA.,—,EXPO,Otros,2,2,3185.00,1592.50,2025-10-28
3112,IMPAC S A,—,EXPO,Otros,2,2,2320.01,1160.01,2025-07-31
2776,BERTOTTO BOGLIONE DE CHILE S.A,96994150-3,IMPO,Otros,2,2,4800.00,2400.00,2025-11-14
2690,FT FOODS SA,76766444-3,IMPO,Carnes y derivados,2,2,6300.00,3150.00,2025-05-16
2339,GEA FARM TECHNOLOGIES CHILE SP,96802520-1,IMPO,Otros,2,2,1400.00,700.00,2025-10-01
2549,SURAGRA S.A.,76148635-7,IMPO,Otros,2,2,5200.00,2600.00,2026-01-12
3164,PROVEEDORA INDUSTRIAL MINERA A,—,EXPO,Combustibles y gas,2,2,1500.00,750.00,2025-02-24
2683,AGROSUPER S.A.,76129263-3,IMPO,Carnes y derivados,2,2,6645.00,3322.50,2025-03-04
2338,IND. CERESITA S.A.,91666000-6,IMPO,Otros,2,2,4700.00,2350.00,2025-10-29
2281,ADEPAC S.A.,96575450-4,IMPO,Otros,2,2,6100.00,3050.00,2026-01-30
3257,COOP. AGRICOLA PISQUERA ELQUI,—,EXPO,Frutas y verduras,2,2,2900.00,1450.00,2025-06-27
3167,OTERO Y DOMINGUEZ LTDA,—,EXPO,Otros,2,2,4000.00,2000.00,2025-04-09
3259,AGROINDUSTRIAL VALLE FRIO S.A.,—,EXPO,Frutas y verduras,2,2,6900.00,3450.00,2025-07-17
3168,ROCKWOOD LITIO LIMITADA,—,EXPO,Otros,2,2,12950.00,6475.00,2025-10-23
2944,HEREDIA MOLINOS S.A,76090492-9,IMPO,Papel y cartón,2,2,3200.00,1600.00,2025-08-07
2766,SOC. COM. MARBEN PETS LIMITADA,76100687-8,IMPO,Otros,2,2,5103.63,2551.82,2025-09-12
2279,COMERCIAL ARAGON LTDA.,78430830-8,IMPO,Electrónica,2,2,4900.00,2450.00,2025-10-10
2849,ELABORADORA ERIKA A. PARADA LE,76229817-1,IMPO,Otros,2,2,2299.99,1149.99,2025-12-29
2674,CLARIANT PLASTICS & COATINGS (,76513677-6,IMPO,Otros,2,2,4400.00,2200.00,2025-05-15
2763,SEMILLAS GENERACION 2000 LTDA.,78571480-6,IMPO,Cereales y harinas,2,2,7312.80,3656.40,2025-12-17
2561,IMPORTADORA AUTOMARCO LIMITADA,84854200-8,IMPO,Otros,2,2,1080.00,540.00,2025-05-09
2361,MANUCHAR CHILE S.A.,99546290-7,IMPO,Metales y siderurgia,2,2,5000.00,2500.00,2025-05-29
3358,FUNDICION TALLERES LIMITADA,—,EXPO,Otros,1,2,4400.01,2200.01,2026-01-02
3270,DIAGEO CHILE LIMITADA,—,EXPO,Otros,2,2,5550.00,2775.00,2025-08-22
3271,CIA.PISQUERA DE CHILE S.A.,—,EXPO,Otros,2,2,5000.00,2500.00,2026-01-30
2661,TECHNOSTEEL S.A,96889610-5,IMPO,Metales y siderurgia,2,2,3810.93,1905.47,2025-12-01
2888,MERCEDES GARCIA MENDEZ,08803632-8,IMPO,Otros,2,2,4000.00,2000.00,2026-01-15
2353,CERVECERIA KUNSTMANN S A,96981310-6,IMPO,Otros,2,2,3847.00,1923.50,2026-01-23
2352,MANANTIAL S.A.,96711590-8,IMPO,Otros,2,2,6550.00,3275.00,2026-01-20
2604,TECFLUID S.A.,96599680-K,IMPO,Maquinaria y equipos,2,2,1060.00,530.00,2025-12-01
2844,SOC. COMERCIAL REVECENTER LTDA,76257352-0,IMPO,Vidrio y cerámica,1,2,4500.00,2250.00,2025-11-28
2569,CEM S.A.,76388223-3,IMPO,Yerba y infusiones,2,2,1070.30,535.15,2025-07-09
2571,PTM CHILE LIMITADA,77749210-1,IMPO,Otros,2,2,1223.99,612.00,2025-07-31
3280,PARMEX S.A.,—,EXPO,Otros,2,2,5300.00,2650.00,2025-11-25
2841,ALTO DE CASABLANCA S.A,96762990-1,IMPO,Otros,2,2,1620.00,810.00,2025-05-30
3181,FILA CHILE  LTDA.,—,EXPO,Otros,2,2,2410.00,1205.00,2025-11-11
2840,COMERCIAL MULTICOMPANY LIMITAD,96556470-5,IMPO,Vidrio y cerámica,2,2,4468.41,2234.20,2025-12-03
2885,MGS REPUESTOS Y CIA.LTDA.,76200860-2,IMPO,Otros,2,2,1599.99,799.99,2025-10-29
3285,FIBRO SONOCO S.A.,—,EXPO,Envases y embalajes,2,2,10050.00,5025.00,2025-09-26
2635,NORDEX ENERGY CHILE S.A.,76036596-3,IMPO,Otros,2,2,14000.00,7000.00,2025-10-20
3287,COMERCIAL HUANACU SPA,—,EXPO,Otros,2,2,1949.99,975.00,2026-01-09
2743,DERCO CHILE REPUESTOS SPA,94340000-8,IMPO,Maquinaria y equipos,2,2,1100.01,550.00,2025-08-20
2581,IMPORTADORA ALSACIA SPA,89010200-K,IMPO,Metales y siderurgia,2,2,1200.00,600.00,2025-11-13
3185,FRANKLIN ELEC.(CHILE) LIMITADA,—,EXPO,Otros,2,2,2615.00,1307.50,2025-04-10
2883,COM.AGROPECUARIA AGROAS LTDA,79551140-7,IMPO,Cereales y harinas,2,2,7440.00,3720.00,2025-02-21
3292,GROUPE SEB CHILE COMERCIAL LTD,—,EXPO,Otros,2,2,3660.00,1830.00,2025-09-04
3126,TONELERIA FRANCESA D/CHILE LTD,—,EXPO,Otros,2,2,2284.89,1142.44,2025-05-06
2523,ADDVISE SPA,76450328-7,IMPO,Farmacia y salud,2,2,1450.00,725.00,2025-05-23
2626,IMPORTADORA SELMER LTDA,76311749-9,IMPO,Otros,2,2,1850.00,925.00,2026-01-23
2946,IND.TECN.HIDR.E/MIN.Y CONST.SA,84912700-4,IMPO,Otros,2,2,4950.00,2475.00,2025-07-14
3055,PACIFIC GOLD S.A.,—,EXPO,Otros,2,2,3853.05,1926.53,2025-03-27
2733,KAUFMANN S A VEHICULOS MOTORIZ,92475000-6,IMPO,Otros,2,2,4200.00,2100.00,2026-01-23
3341,DUCASSE INDUSTRIAL S.A.,—,EXPO,Otros,2,2,1103.88,551.94,2025-12-23
2730,SOC. AGENCIA DE COMPRAS INTERN,79536650-4,IMPO,Otros,2,2,1200.00,600.00,2025-02-04
3194,SANDVIK CHILE S.A.,—,EXPO,Metales y siderurgia,2,2,1339.99,670.00,2025-11-04
3302,PONSSE CHILE SPA,—,EXPO,Otros,2,2,3666.01,1833.01,2025-10-21
3303,TRANE DE CHILE S A,—,EXPO,Otros,2,2,5069.98,2534.99,2025-11-17
2729,STEWARD S.A,96644100-3,IMPO,Otros,2,2,1658.00,829.00,2025-12-17
2334,MATADERO FRIGORIFICO DEL SUR S,99530100-8,IMPO,Envases y embalajes,2,2,1549.99,775.00,2025-09-15
3306,VIDRIOS LIRQUEN S.A.,—,EXPO,Minerales y fertilizantes,2,2,13300.00,6650.00,2025-09-16
2588,CARLOS BOLOMEY Y CIA.LTDA.,87590300-4,IMPO,Otros,2,2,1111.01,555.50,2025-10-24
2349,KALOP CHILENA S.A.,96555650-8,IMPO,Otros,2,2,4799.99,2399.99,2026-01-20
2828,INDUSTRIAS NEUCHATEL S.A.,77706890-3,IMPO,Lácteos,2,2,6250.00,3125.00,2025-12-22
3200,CERVECERIA CHILE S A,—,EXPO,Otros,2,2,3920.00,1960.00,2026-01-20
2471,STORAGE COMPAT CHILE S.A.,76237692-K,IMPO,Envases y embalajes,2,2,8700.01,4350.01,2026-01-20
2826,ENGATEL S.A.,84273400-2,IMPO,Papel y cartón,2,2,4200.00,2100.00,2025-12-26
2879,KAL TIRE S.A.,96800950-8,IMPO,Otros,2,2,6240.00,3120.00,2025-12-01
2472,ASPEN CHILE S.A.,76328242-2,IMPO,Yerba y infusiones,2,2,6300.00,3150.00,2025-07-22
2726,IMEGA VENTUS SPA,99522260-4,IMPO,Otros,2,2,1716.00,858.00,2025-09-08
2725,SIMMA S A,83568200-5,IMPO,Otros,2,2,5300.00,2650.00,2025-08-26
3317,ZIGMA SOLUCIONES INDUSTRIALES,—,EXPO,Otros,2,2,5700.00,2850.00,2026-01-30
3344,CANPLAST SUD S.A.,—,EXPO,Otros,2,2,3099.98,1549.99,2026-01-07
3319,QUIMAS S.A.,—,EXPO,Maquinaria y equipos,2,2,2500.00,1250.00,2026-01-04
2597,TRICAL SUDAMERICA S.A.,96836870-2,IMPO,Otros,2,2,7200.00,3600.00,2025-11-28
2715,LABORATORIOS SAVAL S.A.,91650000-9,IMPO,Otros,2,2,2555.98,1277.99,2025-08-08
3322,INDUSTRIAS AUTOMATIK LTDA.,—,EXPO,Metales y siderurgia,2,2,1900.02,950.01,2025-12-11
3323,ANASAC CHILE S.A.,—,EXPO,Otros,2,2,5500.00,2750.00,2025-12-31
2821,DYNAL INDUSTRIAL S A,92264000-9,IMPO,Químicos industriales,2,2,5200.00,2600.00,2025-12-05
2476,SOCIEDAD INDUSTRIAL PIZARRENO,96573780-4,IMPO,Químicos industriales,2,2,3190.00,1595.00,2026-01-12
3326,HARTING S.A.,—,EXPO,Otros,2,2,5200.00,2600.00,2026-01-30
3211,COM.AGROPECUARIA AGROAS LTDA,—,EXPO,Cereales y harinas,2,2,5200.00,2600.00,2025-11-07
3212,RENO CHILE S.A.,—,EXPO,Otros,2,2,5200.00,2600.00,2025-12-22
2449,COM.PC ELECTRIC S.A.,77712750-0,IMPO,Otros,2,2,1668.00,834.00,2025-09-03
3330,CEMBRASS S.A.,—,EXPO,Metales y siderurgia,2,2,4500.00,2250.00,2026-01-14
2707,KIOSCLUB AMERICAN SUPERMARKET,76360868-9,IMPO,Otros,2,2,4320.00,2160.00,2025-07-03
3215,VALBIFRUT S.A.,—,EXPO,Otros,2,2,4100.00,2050.00,2025-10-30
2611,SUN CHEMICAL CHILE S A,96563360-K,IMPO,Frutas y verduras,2,2,3340.00,1670.00,2025-09-04
2406,OCEAN SPRAY CHILE SPA,76248962-7,IMPO,Envases y embalajes,2,2,3518.84,1759.42,2025-08-06
3141,CIA. MINERA SAN GERONIMO,—,EXPO,Metales y siderurgia,2,2,8000.00,4000.00,2025-12-09
2410,SEMILLAS TUNICHE LTDA.,77294240-0,IMPO,Papel y cartón,2,2,2268.00,1134.00,2025-03-24
2414,DUCASSE INDUSTRIAL S.A.,83279200-4,IMPO,Metales y siderurgia,2,2,1330.00,665.00,2025-12-05
2981,LABORATORIO SANDERSON SA,—,EXPO,Otros,2,2,8980.00,4490.00,2025-12-05
2705,H B FULLER CHILE S P A,85303500-9,IMPO,Otros,2,2,6800.00,3400.00,2025-03-14
2814,DAP DUCASSE DISENO LTDA,76046809-6,IMPO,Vidrio y cerámica,2,2,2900.00,1450.00,2025-10-10
2813,MONTES S.A.,79872770-2,IMPO,Bebidas,2,2,3024.99,1512.49,2025-10-17
2610,UNITS CHILE LTDA.,78213240-7,IMPO,Yerba y infusiones,2,2,3820.00,1910.00,2025-02-24
3221,RHI CHILE S A,—,EXPO,Vidrio y cerámica,2,2,3120.00,1560.00,2025-10-01
2417,EPIROC CHILE S.A.C,91762000-8,IMPO,Otros,2,2,2414.99,1207.49,2025-09-05
2348,COMERCIAL E INV. COMATEL S.A.,76075542-7,IMPO,Metales y siderurgia,2,2,2427.00,1213.50,2025-12-15
3223,SERV. AGRICOLAS TECNIPAK LTDA.,—,EXPO,Otros,2,2,4499.97,2249.99,2025-06-26
2422,AGENCIAS DE REPRESENTACIONES L,86931000-K,IMPO,Envases y embalajes,2,2,1750.00,875.00,2025-06-27
2950,AGRICOLA SUPER LIMITADA,88680500-4,IMPO,Otros,1,2,4032.00,2016.00,2025-05-07
2698,COMERCIALIZADORA EL MIRADOR SA,78289730-6,IMPO,Carnes y derivados,2,2,6150.00,3075.00,2025-07-25
2928,DUAS RODAS CHILE SPA,96512460-8,IMPO,Frutas y verduras,2,2,6401.00,3200.50,2025-04-01
2971,SCANIA CHILE S.A.,96538460-K,IMPO,Otros,2,2,11479.87,5739.93,2025-11-03
3228,COMERCIALIZADORA FRUKA SPA,—,EXPO,Frutas y verduras,2,2,2650.00,1325.00,2025-05-05
2872,COMERCIAL DISER S.A.,77413590-1,IMPO,Carnes y derivados,2,2,8605.32,4302.66,2025-10-24
2967,COMERCIALIZADORA RAYEN SPA,76792649-9,IMPO,Lácteos,2,2,6600.00,3300.00,2025-12-24
2418,ALUMINIOS ARMADOS S A,96556070-K,IMPO,Otros,2,2,1745.00,872.50,2025-11-07
2387,CORP.IGLESIA ADVENTISTA 7MO.DI,82745300-5,IMPO,Otros,2,2,2777.98,1388.99,2026-01-19
3059,BECTON DICKINSON DE CHILE,—,EXPO,Otros,2,2,4350.00,2175.00,2025-09-16
2345,PINTURAS Y QUIMICA DE CHILE S.,99535480-2,IMPO,Químicos industriales,2,2,4333.99,2166.99,2025-09-24
2960,ANAHI S.A.C. E I.,96045000-0,IMPO,Yerba y infusiones,2,2,3700.00,1850.00,2025-10-06
3232,IMPORTADORA BICIMOTO LTDA.,—,EXPO,Otros,2,2,2101.78,1050.89,2025-05-13
3024,VASON CHILE LIMITADA,—,EXPO,Minerales y fertilizantes,2,2,1699.99,850.00,2025-03-19
2344,SERV. Y SUMINISTROS VOITH CHIL,77439580-6,IMPO,Papel y cartón,2,2,3990.00,1995.00,2025-11-07
3234,CURTIEMBRE RUFINO MELERO S.A.,—,EXPO,Carnes y derivados,2,2,6550.00,3275.00,2026-01-19
2866,ATLAS SOLUTIONS CHILE SPA,76421386-6,IMPO,Otros,2,2,2300.01,1150.01,2025-10-14
2798,INNOMOTICS S.A.,77575984-4,IMPO,Electrónica,1,2,7650.00,3825.00,2025-06-26
2937,AGROCOMERCIAL AGUILAR HERMANOS,76078263-7,IMPO,Otros,2,2,3650.00,1825.00,2025-12-02
2542,ASCENSORES OTIS CHILE LTDA.,96797340-8,IMPO,Otros,1,1,1350.00,1350.00,2026-01-26
3245,ALO VENTAS LIMITADA,—,EXPO,Otros,1,1,1150.00,1150.00,2025-04-15
3354,L OREAL CHILE S A,—,EXPO,Farmacia y salud,1,1,2700.00,2700.00,2026-01-07
3248,PATAGONIA TIMBER SPA,—,EXPO,Otros,1,1,3400.00,3400.00,2025-05-26
3249,SUDMARIS CHILE S.A,—,EXPO,Textil y calzado,1,1,4000.00,4000.00,2025-05-13
2543,ASCENSORES SCHINDLER(CHILE)S.A,93565000-3,IMPO,Frutas y verduras,1,1,2500.00,2500.00,2026-01-29
3355,JOWAT CHILE SPA,—,EXPO,Otros,1,1,1649.99,1649.99,2025-11-26
3356,COMERCIAL ANDEXPORT LTDA,—,EXPO,Otros,1,1,650.00,650.00,2025-12-17
3357,COMERCIALIZADORA LARRAIN Y COM,—,EXPO,Otros,1,1,700.00,700.00,2025-12-12
2553,CEMBRASS S.A.,96791900-4,IMPO,Otros,1,1,2500.00,2500.00,2025-01-10
2679,IMPORTADORA Y COMERCIALIZADORA,77698003-K,IMPO,Combustibles y gas,1,1,3393.00,3393.00,2026-01-28
3261,SM CYCLO COM.DE MAQUINARIAS LT,—,EXPO,Otros,1,1,2850.00,2850.00,2025-06-09
2559,FARMALATINA LTDA,79728570-6,IMPO,Otros,1,1,1500.00,1500.00,2025-01-29
2592,COM METALURGICO ALTONORTE S.A,88325800-2,IMPO,Otros,1,1,995.00,995.00,2025-11-06
3264,PROVIDENCE EXPORTS S.A.,—,EXPO,Frutas y verduras,1,1,2450.00,2450.00,2025-05-20
2671,CONVERTIDORA L M LIMITADA,78705590-7,IMPO,Papel y cartón,1,1,2200.00,2200.00,2025-02-07
2668,ARYSTA LIFESCIENCE CHILE S.A.,99575150-K,IMPO,Envases y embalajes,1,1,2450.00,2450.00,2025-02-12
3269,KENTUCKY FOODS CHILE LTDA,—,EXPO,Carnes y derivados,1,1,3000.00,3000.00,2025-05-28
3273,VULCO S.A.,—,EXPO,Vidrio y cerámica,1,1,1200.01,1200.01,2025-05-30
2564,IMPORTADORA DE REPUESTOS BRASI,82971700-K,IMPO,Otros,1,1,768.00,768.00,2025-02-08
3275,NILFISK ADVANCE S.A.,—,EXPO,Otros,1,1,2400.00,2400.00,2025-06-04
3277,KEMIRA CHILE COMERCIAL LTDA.,—,EXPO,Otros,1,1,3714.64,3714.64,2025-06-17
3281,DEL MONTE FRESH PRODUCE (CHILE,—,EXPO,Frutas y verduras,1,1,2950.00,2950.00,2025-06-24
2574,CURTIEMBRE RUFINO MELERO S.A.,91448000-0,IMPO,Yerba y infusiones,1,1,2850.00,2850.00,2025-03-19
2576,MARISIO S.A.,76014662-5,IMPO,Plásticos y polímeros,1,1,535.00,535.00,2025-04-17
2591,CENTRO VETERIN.Y AGRICOLA LTDA,86510400-6,IMPO,Otros,1,1,871.00,871.00,2025-09-24
3288,MEDICIONES GEOLEC DE CHILE LTD,—,EXPO,Pasta y panificados,1,1,3650.00,3650.00,2025-06-30
3290,SANDVIK MINING AND CONSTRUCTIO,—,EXPO,Otros,1,1,700.00,700.00,2025-07-15
3291,AUXILIAR CONSERVERA AMERICA S,—,EXPO,Otros,1,1,1800.00,1800.00,2025-07-15
3293,BASF CHILE S A,—,EXPO,Otros,1,1,2890.00,2890.00,2025-07-15
2595,DARTEL S.A.,96806110-0,IMPO,Otros,1,1,2550.00,2550.00,2026-01-23
3296,RENNER COATINGS CHILE SPA,—,EXPO,Químicos industriales,1,1,1290.00,1290.00,2025-08-25
3297,MICROTEC SPA,—,EXPO,Otros,1,1,950.00,950.00,2025-07-24
2255,SODIMAC S.A.,96792430-K,IMPO,Otros,1,1,5400.00,5400.00,2025-06-18
3299,AGRIC.SAN JOSE DE PERALILLO S.,—,EXPO,Bebidas,1,1,900.00,900.00,2025-09-09
2623,COMERCIAL Y REP.AUSTRAL LTDA,78938400-2,IMPO,Papel y cartón,1,1,1250.00,1250.00,2025-08-19
3301,A A COMERCIAL LTDA,—,EXPO,Vehículos y autopartes,1,1,500.00,500.00,2025-08-27
2596,EVEREADY DE CHILE S.A.,96517960-7,IMPO,Otros,1,1,3916.14,3916.14,2025-08-22
3305,SOCIEDAD ANONIMA VINA SANTA RI,—,EXPO,Envases y embalajes,1,1,2350.00,2350.00,2025-09-04
3307,COMERCIAL S.T.I SPA,—,EXPO,Metales y siderurgia,1,1,1164.40,1164.40,2025-09-04
3308,BF COMERCIO Y EXPORT.LIMITADA,—,EXPO,Otros,1,1,3450.00,3450.00,2025-09-03
2619,INDUSTRIAS CLEANER CHILE S.A.,76121450-0,IMPO,Otros,1,1,500.00,500.00,2026-01-30
3310,EVONIK DEGUSSA CHILE S.A.,—,EXPO,Químicos industriales,1,1,2300.00,2300.00,2025-09-02
3311,"SMC CORPORATION (CHILE),S.A",—,EXPO,Otros,1,1,500.00,500.00,2025-08-28
2618,LABORATORIOS BAGO S.A.,93135000-5,IMPO,Otros,1,1,6100.00,6100.00,2026-01-22
3366,TRICONOS MINEROS SOCIEDAD ANON,—,EXPO,Otros,1,1,1065.00,1065.00,2026-01-31
3314,ARTECOLA CHILE S.A.,—,EXPO,Otros,1,1,1700.00,1700.00,2025-10-01
3315,FRUTAS DE EXPORTACION S.A.,—,EXPO,Otros,1,1,2400.01,2400.01,2025-10-02
3316,AUSTIN CHILE TRADING LTDA.,—,EXPO,Otros,1,1,2100.00,2100.00,2025-09-25
3318,ISOGAMA INDUSTRIA QUIMICA LIMI,—,EXPO,Otros,1,1,2500.00,2500.00,2025-10-20
3321,CARLOS CRAMER PRODUCTOS AROMAT,—,EXPO,Otros,1,1,860.00,860.00,2025-10-13
2615,SEW EURODRIVE CHILE LTDA.,78075630-6,IMPO,Otros,1,1,550.00,550.00,2025-05-30
3325,TESA TAPE CHILE S A,—,EXPO,Otros,1,1,1079.99,1079.99,2025-10-09
2614,IMPORT. Y DISTRIB. ASCOEX LTDA,77641190-6,IMPO,Otros,1,1,900.00,900.00,2025-04-11
3328,FRANMAR LTDA,—,EXPO,Otros,1,1,633.00,633.00,2025-10-19
2585,KERSTING S.A.,96679310-4,IMPO,Otros,1,1,800.00,800.00,2025-08-22
3331,AGRIC.Y COM.SANTA CAMILA S.A.,—,EXPO,Otros,1,1,1750.00,1750.00,2025-10-30
3332,COMERC. CABILTERRA LIMITADA,—,EXPO,Cereales y harinas,1,1,1000.00,1000.00,2025-11-07
2998,VINA SAN PEDRO TARAPACA S.A,—,EXPO,Otros,1,1,5700.00,5700.00,2025-01-08
2404,LOUISIANA PACIFIC CHILE S A,96874160-8,IMPO,Otros,1,1,2800.00,2800.00,2025-01-13
2402,3M CHILE S A,93626000-4,IMPO,Otros,1,1,1050.00,1050.00,2025-02-10
2416,SOLTEX CHILE S.A.,96507490-2,IMPO,Otros,1,1,950.00,950.00,2025-05-08
3362,VITAKAI S.A.,—,EXPO,Otros,1,1,2000.00,2000.00,2025-12-22
2977,EPSON CHILE S A,96293000-K,IMPO,Otros,1,1,2450.00,2450.00,2025-09-15
2976,MOTORES DE LOS ANDES S.A.,76005909-9,IMPO,Otros,1,1,2200.00,2200.00,2025-05-13
2975,EXPORTADORA BAIKA S.A.,76100265-1,IMPO,Frutas y verduras,1,1,2500.00,2500.00,2026-01-15
2399,DIRECTV CHILE TELEVISION LTDA,87161100-9,IMPO,Otros,1,1,780.00,780.00,2025-01-24
2974,EL KAYSER S.A.,96576040-7,IMPO,Azúcar y dulces,1,1,588.13,588.13,2025-07-24
2972,FEROSOR AGRICOLA S.A,96789520-2,IMPO,Otros,1,1,1100.00,1100.00,2025-07-25
2392,PERI CHILE ENCOFRADOS Y ANDAMI,78874090-5,IMPO,Yerba y infusiones,1,1,739.74,739.74,2026-01-20
2969,SUGAL CHILE LIMITADA,76216511-2,IMPO,Otros,1,1,2800.00,2800.00,2025-11-24
3020,INSUMOS FRUTICOLAS S.A.,—,EXPO,Maquinaria y equipos,1,1,1800.00,1800.00,2025-01-15
