ID,Razón Social,RUT / CUIT,Operación,Categoría Principal,Total Envíos,Total Camiones,Flete Total USD,Promedio USD/Camión,Último Envío
2961,ALIMENTOS CORDILLERA LTDA.,77278060-5,IMPO,Lácteos,1,1,3000.00,3000.00,2026-01-02
2598,DETROIT S.A.,81271100-8,IMPO,Otros,1,1,740.00,740.00,2025-04-14
2959,QUIMICA LATINOAMERICANA S.A.,89551800-K,IMPO,Aceites y grasas,1,1,2660.00,2660.00,2026-01-02
3026,STRYKER CORP.CHILE Y CIA. LTDA,—,EXPO,Otros,1,1,5500.00,5500.00,2025-01-21
2955,COMERCIALIZADORA ANDES SECRET,76380786-K,IMPO,Cereales y harinas,1,1,2150.00,2150.00,2025-10-23
2954,INVER E INDUS. VALLE VERDE S.A,76006727-K,IMPO,Lácteos,1,1,3600.00,3600.00,2026-01-29
2383,SM CYCLO COM.DE MAQUINARIAS LT,78856680-8,IMPO,Otros,1,1,670.00,670.00,2025-12-03
2953,AGROIMAGINA SPA,77528117-0,IMPO,Cereales y harinas,1,1,2150.00,2150.00,2025-12-30
3363,CASAS DEL VALLE BARROS HNOS.LT,—,EXPO,Químicos industriales,1,1,950.00,950.00,2026-01-12
2945,ALUSA S.A,96956680-K,IMPO,Plásticos y polímeros,1,1,1930.89,1930.89,2026-01-16
2380,EMBOTELLADORA ANDINA S.A.,91144000-8,IMPO,Otros,1,1,2400.00,2400.00,2025-10-29
3038,DOLE CHILE S.A.,—,EXPO,Frutas y verduras,1,1,3400.00,3400.00,2025-01-10
3336,QUIMATIC SPA,—,EXPO,Otros,1,1,1700.00,1700.00,2025-11-07
2424,EDITORIAL CONTRAPUNTO LTDA.,79950300-K,IMPO,Otros,1,1,830.00,830.00,2025-06-13
3337,PM CHILE SPA,—,EXPO,Metales y siderurgia,1,1,3500.00,3500.00,2025-11-14
2378,JOHN CRANE CHILE S A,99517650-5,IMPO,Maquinaria y equipos,1,1,850.00,850.00,2025-10-16
2939,GREEN PURE SPA,76328579-0,IMPO,Bebidas,1,1,3900.00,3900.00,2026-01-26
2376,DISTRIBUIDORA CUMMINS CHILE S,96843140-4,IMPO,Otros,1,1,4040.83,4040.83,2025-01-15
2370,EMP.TRANSPORTE FERROVIARIO S.A,96545600-7,IMPO,Otros,1,1,3850.00,3850.00,2025-08-21
2933,CAJU SPA,77150919-3,IMPO,Bebidas,1,1,3600.00,3600.00,2026-01-08
2428,ALDEASA CHILE LTDA.,96751080-7,IMPO,Otros,1,1,1450.00,1450.00,2025-07-29
2364,COVEPA SPA,88909800-7,IMPO,Otros,1,1,3800.00,3800.00,2025-11-11
2927,INVERTEC NATURAL JUICE S.A.,96844830-7,IMPO,Frutas y verduras,1,1,900.31,900.31,2025-11-28
2923,C.G.A.CHILE S.A.,96755020-5,IMPO,Otros,1,1,2650.00,2650.00,2025-07-22
3054,SAINT GOBAIN ENVASES S.A.,—,EXPO,Vidrio y cerámica,1,1,1200.00,1200.00,2025-02-04
2435,TERUMO BCT CHILE S.A,96929230-0,IMPO,Envases y embalajes,1,1,930.00,930.00,2025-08-27
2356,TRANE DE CHILE S A,96836580-0,IMPO,Maquinaria y equipos,1,1,3189.00,3189.00,2025-12-22
3338,FERTILIZANTES DEL PACIFICO S.A,—,EXPO,Otros,1,1,1500.00,1500.00,2025-12-11
2437,PPG INDUSTRIES CHILE S.A.,91255000-1,IMPO,Químicos industriales,1,1,3000.00,3000.00,2025-06-18
3061,INDUSTRIA DE MATERIALES DE EMP,—,EXPO,Maquinaria y equipos,1,1,1100.00,1100.00,2025-02-04
2441,AGRIC.Y COM.SANTA CAMILA S.A.,96649100-0,IMPO,Otros,1,1,2139.97,2139.97,2025-10-21
2351,IMPORTADORA MONSERRAT LIMITADA,77733230-9,IMPO,Otros,1,1,947.00,947.00,2026-01-16
2444,MINITUB CHILE LTDA.,76865250-3,IMPO,Químicos industriales,1,1,3600.00,3600.00,2025-11-18
3361,FAMA MUSIC CHILE LIMITADA,—,EXPO,Otros,1,1,2400.00,2400.00,2026-01-02
2895,PRODUCTOS QUIMICOS Y ALIMENTIC,89389400-4,IMPO,Otros,1,1,1500.00,1500.00,2025-01-23
2894,INDUSTRIA DE MATERIALES DE EMP,79583790-6,IMPO,Otros,1,1,885.00,885.00,2025-03-03
3339,ACCO BRANDS CHILE S.A.,—,EXPO,Otros,1,1,547.00,547.00,2025-11-19
3340,SOLMAX CHILE SPA,—,EXPO,Otros,1,1,2500.02,2500.02,2025-11-25
2454,MALLAS PROTEKTA LIMITADA,77505400-K,IMPO,Otros,1,1,760.00,760.00,2025-02-14
2456,AGROGESTION VITRA LTDA,77082030-8,IMPO,Químicos industriales,1,1,5350.00,5350.00,2025-03-19
3364,CORE Âí EXPORT SPA,—,EXPO,Frutas y verduras,1,1,1200.00,1200.00,2026-01-14
3086,DERCOMAQ SPA,—,EXPO,Otros,1,1,1050.00,1050.00,2025-01-10
2882,AGRICOLA TARAPACA S.A.,85120400-8,IMPO,Otros,1,1,2400.00,2400.00,2025-10-07
2337,TAPEL WILLAMETTE INC S A,96918400-1,IMPO,Otros,1,1,3500.00,3500.00,2025-05-16
2881,A.TORRES Y COMPANIA LIMITADA,78968870-2,IMPO,Otros,1,1,2050.00,2050.00,2025-07-30
2878,NUTRICION Y ALIMENTOS S.A.,95214000-0,IMPO,Cereales y harinas,1,1,2660.00,2660.00,2025-12-22
3342,COMERC.Y REPRES.SILBERTEC.LTDA,—,EXPO,Otros,1,1,1965.00,1965.00,2025-12-18
2330,POWER TRAIN TECHNOLOGIES CHILE,96849300-0,IMPO,Farmacia y salud,1,1,610.00,610.00,2025-03-19
2877,XYLEM WATER SOLUTIONS CHILE S.,79961910-5,IMPO,Envases y embalajes,1,1,990.00,990.00,2025-04-15
2876,TECVAL S.A.,79839490-8,IMPO,Otros,1,1,599.00,599.00,2025-01-22
2460,DISTRIBUIDORA KOSLAN LTDA,96685460-K,IMPO,Otros,1,1,654.00,654.00,2025-05-28
3102,MAQ.Y H.BLACK  DECKER DE CHILE,—,EXPO,Otros,1,1,2400.02,2400.02,2025-02-14
2867,SIOM SPA,76090717-0,IMPO,Otros,1,1,5000.00,5000.00,2025-01-23
2865,ELECTROLUX DE CHILE S.A.,76163495-K,IMPO,Otros,1,1,2900.00,2900.00,2026-01-17
2318,COMERCIAL ALCA LTDA.,77934110-0,IMPO,Aceites y grasas,1,1,2150.00,2150.00,2025-11-20
2861,JUAN CARLOS BURASCHI TRADING S,76097364-5,IMPO,Otros,1,1,2700.00,2700.00,2025-04-03
2856,TRADCORP S A,96809220-0,IMPO,Otros,1,1,1250.00,1250.00,2025-01-13
3113,TERUMO BCT CHILE S.A,—,EXPO,Envases y embalajes,1,1,1050.00,1050.00,2025-01-21
2462,COMERCIAL F H ENGEL S A,89225500-8,IMPO,Otros,1,1,690.00,690.00,2025-06-23
2851,CIA.MOLINERA SAN CRISTOBAL S.A,90060000-3,IMPO,Lácteos,1,1,2900.00,2900.00,2025-03-20
2306,SADIA CHILE S.A.,96894370-7,IMPO,Frutas y verduras,1,1,3300.00,3300.00,2025-08-20
2847,EXPORTADORA UNIFRUTTI TRADERS,89258800-7,IMPO,Plásticos y polímeros,1,1,1130.00,1130.00,2026-01-14
3343,ATLAS COPCO CHILENA S.A.C.,—,EXPO,Maquinaria y equipos,1,1,890.00,890.00,2025-12-29
2845,AMC CHILE S.A.,76003147-K,IMPO,Otros,1,1,890.00,890.00,2025-12-30
2838,DAVIS GRAPHICS SA,81081200-1,IMPO,Otros,1,1,1290.00,1290.00,2025-05-27
2837,TOPCOLOR S.A.,89407400-0,IMPO,Yerba y infusiones,1,1,700.00,700.00,2025-02-26
2466,LA INVERNADA EXPORT SPA,76263274-8,IMPO,Plásticos y polímeros,1,1,950.00,950.00,2026-01-23
3128,CONDENSA S.A.,—,EXPO,Metales y siderurgia,1,1,3700.00,3700.00,2025-02-12
2468,IMP. Y COM. MACRODELI LTDA.,76205251-2,IMPO,Otros,1,1,2350.00,2350.00,2025-04-07
2830,CURIMAPU PRODUCCION Y EXP.LTDA,76861930-1,IMPO,Cereales y harinas,1,1,1754.00,1754.00,2025-09-30
2829,PINTO PIGA SEEDS S.A,76265695-7,IMPO,Cereales y harinas,1,1,1996.00,1996.00,2025-09-26
2824,IMPORT Y COM RESTOMARKET LTDA,76336286-8,IMPO,Frutas y verduras,1,1,1800.00,1800.00,2026-01-07
2586,DISTRIBUCION Y EXCELENCIA S.A.,96568970-2,IMPO,Otros,1,1,855.00,855.00,2025-08-28
2812,CHILEOREGANO SPA,76690454-8,IMPO,Otros,1,1,1400.00,1400.00,2025-11-06
2599,SAN CLEMENTE FOODS S.A.,76031602-4,IMPO,Otros,1,1,1349.00,1349.00,2025-06-05
3146,COSMETICOS AVON S A,—,EXPO,Envases y embalajes,1,1,1730.00,1730.00,2025-02-06
2481,SOC.ABAST.COMERC. E IND.S.A.,79519430-4,IMPO,Otros,1,1,640.00,640.00,2025-09-03
3148,CELA COSMETICOS S.A.,—,EXPO,Farmacia y salud,1,1,1034.96,1034.96,2025-03-10
3347,PROTECCION DE MADERA LTDA.,—,EXPO,Químicos industriales,1,1,3087.14,3087.14,2025-12-11
2807,TRAVERSO S.A.,96606780-2,IMPO,Otros,1,1,2800.00,2800.00,2025-08-08
2292,COMERCIAL HUSSMANN CHILE LIMIT,76166263-5,IMPO,Maquinaria y equipos,1,1,2575.00,2575.00,2025-05-19
2803,LA MARMA S.A,76413899-6,IMPO,Metales y siderurgia,1,1,2300.00,2300.00,2025-10-09
2791,LAFFORT CHILE SPA,76585410-5,IMPO,Minerales y fertilizantes,1,1,800.00,800.00,2025-03-28
3365,QUIMICA INDUSTRIAL SPES S A,—,EXPO,Aceites y grasas,1,1,2200.00,2200.00,2026-01-23
2587,COSMOPLAS SOCIEDAD ANÃÂÂÂNIMA,81187800-6,IMPO,Maquinaria y equipos,1,1,535.01,535.01,2025-09-08
2288,ANTOFAGASTA MINERALS S.A,93920000-2,IMPO,Otros,1,1,4850.00,4850.00,2025-02-17
3349,SYMRISE S.A.,—,EXPO,Otros,1,1,3350.00,3350.00,2025-11-21
2778,LATAM AIRLINES GROUP S.A.,89862200-2,IMPO,Bebidas,1,1,1000.00,1000.00,2025-01-15
2502,PANINI CHILE S.A.,96979830-1,IMPO,Otros,1,1,1250.00,1250.00,2025-01-20
3350,DAIKIN AIRCONDITIONING CHILE S,—,EXPO,Otros,1,1,700.01,700.01,2026-01-05
2772,COMERCIAL LOS ANDES LIMITADA,77493490-1,IMPO,Metales y siderurgia,1,1,2400.00,2400.00,2026-01-15
3165,NORDEX ENERGY CHILE S.A.,—,EXPO,Otros,1,1,3425.00,3425.00,2025-02-05
2767,GOOD FOOD S.A.,96665460-0,IMPO,Otros,1,1,3200.00,3200.00,2025-04-07
2765,BLUMAR S.A.,80860400-0,IMPO,Otros,1,1,1350.00,1350.00,2025-02-20
2762,PEDRO TORRENS E HIJO LTDA,85259300-8,IMPO,Metales y siderurgia,1,1,2350.00,2350.00,2025-03-27
2518,FILA CHILE  LTDA.,77462370-1,IMPO,Otros,1,1,1350.00,1350.00,2025-03-07
2519,MAN.DE P.DE ALUM.PRODALUM S.A.,84260700-0,IMPO,Otros,1,1,1550.00,1550.00,2025-03-25
2520,MAYORDENT DENTAL LTDA.,76271360-8,IMPO,Otros,1,1,645.00,645.00,2025-03-19
2746,COMERCIAL ESTUDIO VARO LTDA,76917715-9,IMPO,Otros,1,1,2099.99,2099.99,2025-12-15
3180,HONDA MOTOR DE CHILE S A,—,EXPO,Otros,1,1,2450.00,2450.00,2025-03-13
2745,MANUFACTURAS DE VESTUARIO MAVE,96573100-8,IMPO,Otros,1,1,950.00,950.00,2025-10-29
2744,TEC HARSEIM SPA,89851900-7,IMPO,Otros,1,1,1749.99,1749.99,2025-09-29
3186,DIVERSEY INDUSTRIAL Y COMERCIA,—,EXPO,Otros,1,1,1610.63,1610.63,2025-03-12
2522,FUNDICION TALLERES LIMITADA,99532410-5,IMPO,Pasta y panificados,1,1,1000.00,1000.00,2025-04-01
2735,MOLINERA ACONCAGUA S.A.,96540970-K,IMPO,Plásticos y polímeros,1,1,2100.00,2100.00,2025-07-26
2526,SOCIEDAD COMERCIAL ALFAPLAS Y,77516610-K,IMPO,Otros,1,1,2300.00,2300.00,2025-05-13
2731,CENTRAL DE ABASTEC.DEL S.N.S.S,61608700-2,IMPO,Lácteos,1,1,900.00,900.00,2026-01-15
3196,ART.SEG.MASP.SOC.CO.E IND.LTDA,—,EXPO,Otros,1,1,2350.00,2350.00,2025-04-10
3198,ACF BAQUEDANO S.A.,—,EXPO,Minerales y fertilizantes,1,1,3410.00,3410.00,2025-03-24
3199,ELI LILLY INTERAMERICA INC Y C,—,EXPO,Carnes y derivados,1,1,2900.00,2900.00,2025-04-17
2527,RHONA S. A.,92307000-1,IMPO,Otros,1,1,2270.00,2270.00,2025-05-20
2727,FERRETERIA AMUNATEGUI S.A.,95229000-2,IMPO,Otros,1,1,850.00,850.00,2025-07-23
3203,COMERCIAL E IND.MEDINA HNOS.LT,—,EXPO,Otros,1,1,1000.00,1000.00,2025-03-24
3352,LEGRAND BTICINO CHILE LTDA.,—,EXPO,Electrónica,1,1,624.99,624.99,2025-12-05
2530,PETROQUIM S.A.,78021560-7,IMPO,Otros,1,1,3500.00,3500.00,2025-07-25
3209,WEG CHILE S.A.,—,EXPO,Maquinaria y equipos,1,1,1810.00,1810.00,2025-03-17
3210,INDUSTRIA METALURGICA LIMITADA,—,EXPO,Otros,1,1,1100.00,1100.00,2025-03-26
2532,COMERCIAL RIVAS LIMITADA,78432930-5,IMPO,Otros,1,1,579.99,579.99,2025-08-22
2534,WILD FOODS SPA,76764595-3,IMPO,Yerba y infusiones,1,1,740.00,740.00,2025-09-29
2535,CHESTERTON INTERNATIONAL CHILE,79629010-2,IMPO,Otros,1,1,1400.00,1400.00,2025-10-16
3220,COMERCIALIZADORA SKECHERS CHIL,—,EXPO,Textil y calzado,1,1,760.00,760.00,2025-04-04
3353,COMERCIAL Y ASESORA INTERNACIO,—,EXPO,Otros,1,1,1049.99,1049.99,2025-12-15
3224,S.C. JOHNSON & SON CHILE LTDA.,—,EXPO,Otros,1,1,1260.00,1260.00,2025-04-14
3225,SUMMIT AGRO CHILE SPA,—,EXPO,Otros,1,1,5799.99,5799.99,2025-03-29
3227,GUALA CLOSURES CHILE SPA,—,EXPO,Otros,1,1,1200.00,1200.00,2025-03-31
2540,PRODUCTOS FERNANDEZ,91004000-6,IMPO,Otros,1,1,2800.00,2800.00,2025-12-22
3230,TETRA PAK DE CHILE COMERCIAL L,—,EXPO,Lácteos,1,1,2800.00,2800.00,2025-04-10
2541,COMERCIALIZADORA PRAGA SPA.,76395806-K,IMPO,Lácteos,1,1,830.00,830.00,2026-01-05
3233,SLK ESPECIALIDADES QUIMICAS LT,—,EXPO,Yerba y infusiones,1,1,565.00,565.00,2025-04-07
3235,AUSTRAL CHEMICALS CHILE S.A.,—,EXPO,Otros,1,1,565.00,565.00,2025-05-16
2694,DISTRIBUIDORA IGUAZU S.A.,96818780-5,IMPO,Carnes y derivados,1,1,3100.00,3100.00,2025-01-27
3237,KUPFER HERMANOS SA,—,EXPO,Metales y siderurgia,1,1,2410.01,2410.01,2025-04-28
3238,GRUPO LATYN S.A.,—,EXPO,Otros,1,1,1400.00,1400.00,2025-05-19
3239,NISSAN CHILE SPA,—,EXPO,Otros,1,1,625.00,625.00,2025-04-08
3240,VINA CASAL DE GORCHS S.A.,—,EXPO,Bebidas,1,1,1600.00,1600.00,2025-05-28
3241,COMERCIAL KLINGSPOR CHILE LIMI,—,EXPO,Otros,1,1,1645.00,1645.00,2025-04-07
